contract_number,Date Signed,Vendor Name,Award Amount
C-495214,2017-01-13,Servicios Unidos,"$2,979,265"
C-986808,2011-10-24,Servicios Unidos,"$4,932,314"
C-364993,"May 08, 2016",Acme Corp,"$9,407,266"
C-021954,"Aug 16, 2010",Construcciones PR,"$6,966,772"
C-989002,09/16/2015,Marina Holdings,"$4,572,768"
C-994766,"Mar 02, 2010",Tech Solutions,"$7,178,520"
C-278651,08/02/2016,Island Builders,"$3,311,421"
C-097426,2014-05-20,Servicios Unidos,"$7,565,065"
C-411506,2017-06-11,Island Builders,"$4,934,281"
C-963327,04/05/2010,Acme Corp,"$8,670,728"
C-392224,"Jun 02, 2010",Servicios Unidos,"$9,069,447"
C-926027,2017-10-02,Bajos LLC,"$6,942,680"
C-424326,2015-09-25,Tech Solutions,"$7,950,231"
C-521621,"Dec 24, 2018",Acme Corp,"$4,093,198"
C-928023,"Aug 21, 2012",Bajos LLC,"$3,977,510"
C-312973,"Jul 27, 2019",Island Builders,"$5,036,877"
C-715237,"Sep 02, 2011",Island Builders,"$4,637,661"
C-702031,"Mar 12, 2019",Island Builders,"$3,266,062"
C-517405,2017-10-16,Servicios Unidos,"$9,945,197"
C-551077,06/02/2014,Acme Corp,"$1,565,042"
C-236397,2019-06-17,Marina Holdings,"$7,668,367"
C-966587,"Jan 30, 2011",Marina Holdings,"$8,403,548"
C-522860,"Jul 07, 2017",Global Supply,"$3,367,924"
C-176115,2013-10-03,Universal Contractors,"$1,932,905"
C-949427,10/27/2015,Tech Solutions,"$9,275,299"
C-952774,"Feb 21, 2013",Tech Solutions,"$2,133,761"
C-251227,01/25/2010,Global Supply,"$2,158,483"
C-083917,2016-11-20,Marina Holdings,"$7,811,018"
C-444584,"May 05, 2010",Construcciones PR,"$4,546,807"
C-971096,2013-03-10,Global Supply,"$3,482,512"
C-363057,04/27/2010,Global Supply,"$3,557,858"
C-423928,2010-06-03,Bajos LLC,"$2,357,035"
C-774766,2015-02-08,Bajos LLC,"$5,152,184"
C-445940,2013-05-15,Island Builders,"$3,412,527"
C-379690,"Jul 17, 2011",Servicios Unidos,"$5,670,606"
C-841956,2018-04-04,Island Builders,"$260,473"
C-071710,02/06/2019,Construcciones PR,"$1,709,469"
C-560465,2010-02-16,Global Supply,"$7,224,267"
C-524725,"Nov 01, 2015",Universal Contractors,"$2,874,386"
C-992350,07/08/2019,Marina Holdings,"$8,395,456"
C-255530,12/05/2010,Island Builders,"$6,760,527"
C-016925,"Sep 13, 2015",Universal Contractors,"$4,960,197"
C-436775,2010-09-26,Universal Contractors,"$6,917,703"
C-711303,06/17/2010,Tech Solutions,"$5,562,746"
C-605143,2012-04-30,Construcciones PR,"$5,731,826"
C-907646,10/27/2010,Tech Solutions,"$6,506,399"
C-694975,2011-12-30,Universal Contractors,"$4,667,361"
C-116475,05/29/2014,Construcciones PR,"$3,645,429"
C-383559,11/04/2018,Universal Contractors,"$4,395,737"
C-248857,2011-06-01,Island Builders,"$2,840,464"
C-456725,2013-05-26,Marina Holdings,"$8,020,221"
C-727428,2019-01-12,Acme Corp,"$8,453,949"
C-342221,"Jan 18, 2018",Marina Holdings,"$2,964,962"
C-162893,"Jun 22, 2012",Servicios Unidos,"$7,716,222"
C-940195,2010-01-13,Universal Contractors,"$4,014,495"
C-809668,"Nov 12, 2014",Tech Solutions,"$3,292,020"
C-481078,"Sep 14, 2018",Bajos LLC,"$8,606,956"
C-480601,01/10/2013,Marina Holdings,"$9,783,166"
C-541712,09/25/2010,Global Supply,"$7,430,950"
C-788793,04/24/2013,Construcciones PR,"$8,831,506"
C-133019,"May 04, 2012",Global Supply,"$8,250,310"
C-301716,2019-08-10,Bajos LLC,"$9,058,362"
C-747085,2017-02-26,Universal Contractors,"$8,281,238"
C-030922,2015-02-24,Servicios Unidos,"$4,249,640"
C-796477,02/08/2014,Marina Holdings,"$3,138,808"
C-454235,2014-03-13,Servicios Unidos,"$6,497,673"
C-189602,2015-01-01,Global Supply,"$9,503,656"
C-842930,"Mar 31, 2014",Construcciones PR,"$7,916,146"
C-902076,11/30/2010,Construcciones PR,"$4,809,016"
C-381472,02/22/2013,Tech Solutions,"$6,961,237"
C-433076,12/11/2013,Tech Solutions,"$3,794,023"
C-337691,10/11/2019,Servicios Unidos,"$57,042"
C-027183,05/18/2013,Tech Solutions,"$7,948,148"
C-445046,"Aug 19, 2010",Universal Contractors,"$5,086,183"
C-591481,02/07/2010,Bajos LLC,"$27,216"
C-487404,08/07/2019,Acme Corp,"$1,693,613"
C-107113,"Mar 27, 2014",Universal Contractors,"$7,163,446"
C-121653,10/14/2013,Marina Holdings,"$9,311,817"
C-743261,04/02/2012,Island Builders,"$1,933,902"
C-396851,"Apr 29, 2015",Acme Corp,"$2,116,054"
C-829513,10/22/2012,Global Supply,"$6,962,751"
C-072284,12/04/2012,Servicios Unidos,"$5,747,229"
C-008637,"Oct 24, 2012",Acme Corp,"$7,056,617"
C-626872,03/01/2018,Island Builders,"$1,715,224"
C-077029,03/17/2013,Marina Holdings,"$1,336,139"
C-798660,11/12/2011,Island Builders,"$2,658,178"
C-923470,"Sep 12, 2015",Global Supply,"$9,744,803"
C-554755,"Aug 03, 2018",Bajos LLC,"$5,018,149"
C-899323,"May 04, 2018",Acme Corp,"$4,207,128"
C-879074,02/03/2011,Acme Corp,"$6,268,956"
C-421942,"Sep 24, 2016",Servicios Unidos,"$3,273,255"
C-899544,02/13/2014,Tech Solutions,"$6,974,280"
C-495097,07/10/2015,Construcciones PR,"$9,543,660"
C-950869,06/07/2010,Universal Contractors,"$8,842,522"
C-072436,"Nov 06, 2015",Global Supply,"$8,520,592"
C-122833,"Oct 05, 2013",Construcciones PR,"$5,127,783"
C-888853,"Jul 08, 2019",Bajos LLC,"$1,918,948"
C-175150,05/12/2011,Bajos LLC,"$1,842,627"
C-025886,2012-08-09,Tech Solutions,"$929,123"
C-170968,2018-08-27,Acme Corp,"$9,740,441"
C-135006,"Oct 17, 2013",Universal Contractors,"$13,598"
C-196055,"Apr 05, 2016",Marina Holdings,"$9,670,530"
C-300369,2019-04-06,Marina Holdings,"$6,276,341"
C-076795,"Aug 16, 2012",Global Supply,"$7,021,987"
C-917677,07/12/2010,Servicios Unidos,"$4,335,652"
C-938200,11/07/2019,Acme Corp,"$5,684,044"
C-062925,09/17/2015,Global Supply,"$7,090,871"
C-294248,01/15/2011,Island Builders,"$6,532,615"
C-491845,2013-09-10,Bajos LLC,"$9,111,235"
C-148221,"Aug 19, 2012",Island Builders,"$3,410,991"
C-933292,2012-06-20,Bajos LLC,"$7,568,162"
C-424265,2018-04-30,Acme Corp,"$2,856,695"
C-664124,01/17/2013,Island Builders,"$5,595,701"
C-913673,"Nov 29, 2011",Tech Solutions,"$7,069,928"
C-873579,11/14/2015,Global Supply,"$5,665,032"
C-725256,"Feb 25, 2012",Construcciones PR,"$4,874,236"
C-658855,2011-02-25,Tech Solutions,"$553,359"
C-007011,"Jul 06, 2010",Global Supply,"$9,812,881"
C-248259,"Oct 15, 2011",Bajos LLC,"$4,574,959"
C-233758,10/04/2014,Universal Contractors,"$1,469,757"
C-927476,"May 29, 2012",Servicios Unidos,"$706,962"
C-253590,"May 15, 2013",Island Builders,"$989,637"
C-075276,"Dec 08, 2015",Servicios Unidos,"$7,459,467"
C-871749,04/29/2017,Island Builders,"$7,459,902"
C-957989,03/04/2011,Acme Corp,"$9,877,851"
C-961531,05/01/2017,Acme Corp,"$7,348,777"
C-042209,"Jul 18, 2014",Universal Contractors,"$6,134,558"
C-598072,08/25/2019,Bajos LLC,"$5,627,860"
C-405622,10/18/2014,Acme Corp,"$7,409,281"
C-973575,2014-04-20,Tech Solutions,"$4,813,713"
C-526821,"Jan 28, 2013",Servicios Unidos,"$8,471,254"
C-091673,2016-04-18,Servicios Unidos,"$4,096,464"
C-784066,05/15/2016,Acme Corp,"$7,081,981"
C-855934,08/07/2016,Acme Corp,"$6,745,381"
C-144683,01/19/2017,Servicios Unidos,"$3,776,250"
C-684637,03/28/2019,Marina Holdings,"$5,400,804"
C-043005,07/29/2013,Construcciones PR,"$7,527,364"
C-005728,06/15/2014,Tech Solutions,"$3,797,866"
C-831691,"Dec 26, 2014",Servicios Unidos,"$8,589,055"
C-404624,"Jul 25, 2011",Construcciones PR,"$3,602,543"
C-259788,"Oct 21, 2013",Global Supply,"$2,111,888"
C-071362,2017-10-21,Tech Solutions,"$7,500,142"
C-789990,"Nov 19, 2011",Universal Contractors,"$2,579,447"
C-105067,04/30/2015,Servicios Unidos,"$4,752,085"
C-263311,09/04/2012,Global Supply,"$893,209"
C-655774,06/15/2014,Island Builders,"$2,691,802"
C-709069,2016-01-08,Bajos LLC,"$5,235,900"
C-569263,2010-03-05,Universal Contractors,"$4,432,584"
C-477710,08/13/2017,Bajos LLC,"$4,263,451"
C-765340,"Nov 14, 2012",Servicios Unidos,"$9,967,779"
C-723254,"Jul 22, 2014",Bajos LLC,"$6,689,120"
C-875876,11/24/2019,Marina Holdings,"$8,957,244"
C-125188,"May 12, 2015",Acme Corp,"$9,473,413"
C-055494,"Mar 09, 2013",Island Builders,"$6,833,105"
C-250872,2017-03-21,Construcciones PR,"$1,270,208"
C-526844,2014-11-04,Construcciones PR,"$7,429,413"
C-231900,11/23/2016,Bajos LLC,"$5,534,689"
C-221335,2019-01-23,Island Builders,"$5,768,810"
C-281440,08/12/2011,Bajos LLC,"$2,313,913"
C-463595,07/05/2011,Servicios Unidos,"$9,147,196"
C-193519,2012-04-28,Bajos LLC,"$6,089,075"
C-909214,"Jul 13, 2019",Construcciones PR,"$2,274,178"
C-827949,2018-12-12,Universal Contractors,"$8,390,917"
C-064283,"Jul 25, 2013",Acme Corp,"$3,528,163"
C-277672,"Jun 14, 2014",Acme Corp,"$933,198"
C-215710,2014-05-28,Bajos LLC,"$69,272"
C-359049,"Oct 20, 2014",Universal Contractors,"$4,287,409"
C-511776,2012-04-07,Bajos LLC,"$4,238,753"
C-012691,2015-04-22,Island Builders,"$4,036,996"
C-670515,09/17/2010,Marina Holdings,"$7,156,454"
C-195179,2015-06-06,Island Builders,"$7,040,225"
C-870250,"Aug 16, 2010",Global Supply,"$1,118,829"
C-761504,2017-07-31,Bajos LLC,"$3,285,840"
C-149995,2012-08-03,Universal Contractors,"$3,305,949"
C-844676,2013-11-20,Island Builders,"$1,538,411"
C-179509,2014-02-22,Bajos LLC,"$4,344,050"
C-382864,11/26/2019,Servicios Unidos,"$7,561,484"
C-677734,2018-07-18,Acme Corp,"$1,565,123"
C-960188,03/30/2012,Construcciones PR,"$7,569,774"
C-690761,2018-10-28,Island Builders,"$9,364,197"
C-948970,2016-06-03,Construcciones PR,"$4,888,049"
C-592792,"Feb 07, 2014",Acme Corp,"$7,573,604"
C-197682,"Oct 07, 2015",Island Builders,"$7,529,350"
C-412891,2014-06-04,Acme Corp,"$4,855,388"
C-142625,2010-08-17,Island Builders,"$2,228,471"
C-078207,2011-05-04,Servicios Unidos,"$1,300,169"
C-972781,"Apr 17, 2018",Servicios Unidos,"$2,994,302"
C-946956,2017-07-03,Construcciones PR,"$3,320,858"
C-070290,02/15/2011,Servicios Unidos,"$5,207,083"
C-175890,11/08/2017,Tech Solutions,"$3,494,375"
C-880989,02/25/2010,Tech Solutions,"$9,574,764"
C-893498,07/27/2017,Servicios Unidos,"$2,799,322"
C-761592,2015-11-27,Universal Contractors,"$3,086,877"
C-482009,10/04/2019,Island Builders,"$1,299,564"
C-309495,02/23/2016,Bajos LLC,"$6,460,745"
C-156563,2010-04-21,Construcciones PR,"$1,415,458"
C-440430,05/04/2010,Universal Contractors,"$7,114,689"
C-057365,2016-06-26,Tech Solutions,"$1,864,613"
C-918324,09/22/2010,Construcciones PR,"$4,424,820"
C-341710,09/06/2010,Global Supply,"$3,902,943"
C-571983,04/02/2017,Acme Corp,"$9,326,203"
C-460985,2016-05-01,Marina Holdings,"$3,435,617"
C-979095,"Aug 14, 2018",Global Supply,"$708,648"
C-286007,"Apr 01, 2015",Global Supply,"$3,778,525"
C-535725,"May 06, 2014",Acme Corp,"$2,898,603"
C-854514,04/05/2012,Universal Contractors,"$6,088,314"
C-213967,"Oct 17, 2013",Tech Solutions,"$1,778,732"
C-524026,2013-03-13,Island Builders,"$8,886,532"
C-319774,02/10/2015,Construcciones PR,"$7,302,072"
C-154298,2016-08-28,Bajos LLC,"$9,272,502"
C-068471,"Mar 16, 2012",Servicios Unidos,"$1,400,098"
C-597283,06/12/2013,Acme Corp,"$8,418,612"
C-479509,"Jan 22, 2017",Universal Contractors,"$492,267"
C-780200,12/15/2013,Universal Contractors,"$7,537,855"
C-545653,05/25/2017,Bajos LLC,"$7,109,135"
C-829815,2011-04-11,Acme Corp,"$215,097"
C-189122,"Aug 21, 2017",Tech Solutions,"$3,770,857"
C-457273,05/09/2011,Bajos LLC,"$7,464,134"
C-680631,2017-06-25,Global Supply,"$3,311,624"
C-528571,2018-09-26,Island Builders,"$9,948,347"
C-226755,2016-10-12,Universal Contractors,"$8,007,502"
C-530650,"Nov 27, 2019",Universal Contractors,"$1,070,338"
C-655672,12/23/2010,Global Supply,"$1,338,740"
C-622542,"Dec 09, 2011",Construcciones PR,"$5,747,413"
C-181016,"Jan 09, 2012",Tech Solutions,"$5,577,731"
C-995775,10/13/2016,Global Supply,"$21,632"
C-702347,"Sep 24, 2014",Servicios Unidos,"$1,069,427"
C-425206,04/07/2018,Bajos LLC,"$1,523,268"
C-599974,08/28/2016,Servicios Unidos,"$5,022,947"
C-276438,12/28/2015,Construcciones PR,"$2,775,735"
C-177226,2010-06-27,Construcciones PR,"$4,285,022"
C-928819,2011-07-29,Global Supply,"$3,954,327"
C-657752,"Nov 19, 2010",Tech Solutions,"$2,716,609"
C-442490,"May 05, 2017",Tech Solutions,"$4,578,620"
C-340767,"Jun 01, 2018",Construcciones PR,"$3,295,868"
C-895492,2017-02-20,Construcciones PR,"$8,748,745"
C-515855,2016-02-20,Acme Corp,"$3,510,857"
C-590174,2019-05-09,Tech Solutions,"$4,869,108"
C-152157,2015-11-25,Universal Contractors,"$4,247,993"
C-506331,2013-05-02,Servicios Unidos,"$9,911,177"
C-274645,2011-01-17,Tech Solutions,"$8,566,469"
C-014015,"Oct 13, 2017",Servicios Unidos,"$2,462,187"
C-072438,06/29/2018,Acme Corp,"$4,848,715"
C-308019,03/12/2012,Island Builders,"$5,445,621"
C-669826,05/06/2017,Bajos LLC,"$2,194,077"
C-850433,2011-08-07,Acme Corp,"$9,898,997"
C-380037,2010-10-07,Tech Solutions,"$9,817,852"
C-775783,2018-11-08,Global Supply,"$1,311,056"
C-261040,03/13/2012,Tech Solutions,"$8,193,961"
C-960967,06/23/2011,Global Supply,"$9,244,809"
C-076712,2016-05-20,Island Builders,"$4,825,198"
C-509172,"Sep 22, 2018",Servicios Unidos,"$7,927,421"
C-226269,"Apr 08, 2015",Acme Corp,"$2,370,650"
C-460192,"Dec 21, 2015",Island Builders,"$9,264,379"
C-219256,"Sep 21, 2019",Tech Solutions,"$9,265,270"
C-100590,"Jul 21, 2017",Servicios Unidos,"$5,975,211"
C-943340,2010-11-21,Bajos LLC,"$2,054,877"
C-584324,02/01/2017,Marina Holdings,"$8,657,748"
C-074324,06/28/2013,Servicios Unidos,"$4,759,991"
C-741469,"Oct 04, 2018",Universal Contractors,"$7,558,488"
C-572771,2014-01-19,Acme Corp,"$6,036,043"
C-709006,08/29/2010,Acme Corp,"$6,137,906"
C-479815,05/16/2019,Global Supply,"$6,586,545"
C-646298,2016-04-17,Global Supply,"$2,424,922"
C-569020,01/13/2015,Bajos LLC,"$7,191,775"
C-130423,"Jun 18, 2016",Construcciones PR,"$830,192"
C-506939,"Oct 31, 2010",Acme Corp,"$594,851"
C-245742,01/05/2016,Global Supply,"$9,185,552"
C-866062,"Oct 21, 2017",Tech Solutions,"$537,775"
C-535329,08/31/2019,Universal Contractors,"$5,994,533"
C-583270,2015-03-09,Global Supply,"$1,747,175"
C-847983,11/24/2015,Tech Solutions,"$6,991,006"
C-087091,"Sep 22, 2017",Universal Contractors,"$3,192,847"
C-125395,"Feb 24, 2015",Bajos LLC,"$1,603,950"
C-951502,10/05/2015,Bajos LLC,"$4,953,926"
C-623213,"Dec 21, 2017",Global Supply,"$8,308,637"
C-595532,"Apr 11, 2014",Tech Solutions,"$5,917,652"
C-522886,2011-10-28,Servicios Unidos,"$4,908,021"
C-304394,"Jul 05, 2015",Marina Holdings,"$1,634,786"
C-217954,2013-05-04,Marina Holdings,"$6,771,926"
C-133146,2017-11-08,Bajos LLC,"$5,900,662"
C-630147,"Aug 23, 2015",Acme Corp,"$8,108,554"
C-303080,"Oct 28, 2018",Marina Holdings,"$3,540,724"
C-831714,"Jun 18, 2014",Marina Holdings,"$6,330,350"
C-189671,11/09/2015,Marina Holdings,"$3,573,282"
C-665928,2019-04-12,Acme Corp,"$2,091,015"
C-678871,2015-05-21,Tech Solutions,"$4,865,216"
C-426422,2010-01-16,Servicios Unidos,"$603,265"
C-477750,04/28/2016,Acme Corp,"$7,490,450"
C-874910,"Oct 24, 2011",Marina Holdings,"$672,006"
C-928071,05/21/2016,Servicios Unidos,"$2,221,928"
C-928466,"Dec 25, 2019",Universal Contractors,"$6,427,305"
C-307898,2016-01-03,Global Supply,"$2,944,277"
C-788930,"Jul 20, 2018",Bajos LLC,"$9,162,061"
C-037033,"Jun 27, 2011",Tech Solutions,"$2,223,917"
C-503533,"Dec 26, 2011",Island Builders,"$5,276,123"
C-508247,"Jul 04, 2012",Island Builders,"$2,739,727"
C-431000,"Sep 18, 2011",Acme Corp,"$4,993,283"
C-856668,2014-03-08,Island Builders,"$4,760,534"
C-613045,"Jul 19, 2015",Global Supply,"$3,081,231"
C-917965,2012-02-28,Island Builders,"$28,458"
C-788814,"May 10, 2010",Bajos LLC,"$4,105,771"
C-284903,2012-09-08,Bajos LLC,"$5,811,060"
C-936263,"Jan 21, 2019",Marina Holdings,"$1,260,901"
C-516482,12/07/2010,Universal Contractors,"$6,556,729"
C-074853,12/31/2015,Construcciones PR,"$8,262,105"
C-126737,08/27/2013,Global Supply,"$6,428,950"
C-513015,"Dec 01, 2019",Global Supply,"$6,169,614"
C-161417,10/19/2017,Island Builders,"$9,738,503"
C-235198,"Dec 17, 2017",Global Supply,"$6,496,060"
C-180423,09/20/2019,Global Supply,"$7,877,375"
C-837385,"Feb 25, 2015",Construcciones PR,"$1,380,887"
C-506796,"Sep 21, 2017",Tech Solutions,"$6,925,588"
C-268036,08/20/2015,Tech Solutions,"$2,156,705"
C-710112,"May 06, 2018",Island Builders,"$1,672,174"
C-903441,05/02/2011,Servicios Unidos,"$3,787,284"
C-257910,"Nov 24, 2016",Island Builders,"$2,628,333"
C-781546,07/14/2012,Bajos LLC,"$6,766,358"
C-728252,"Aug 18, 2015",Servicios Unidos,"$5,219,246"
C-139144,2015-03-31,Acme Corp,"$3,327,633"
C-747008,02/14/2014,Island Builders,"$3,674,934"
C-282038,2010-10-20,Universal Contractors,"$565,700"
C-973029,"May 21, 2018",Servicios Unidos,"$9,096,986"
C-879298,08/29/2012,Global Supply,"$2,960,713"
C-584736,2017-11-19,Acme Corp,"$9,669,498"
C-951849,03/05/2017,Tech Solutions,"$4,727,197"
C-998194,02/27/2019,Tech Solutions,"$1,252,657"
C-708367,2011-01-15,Island Builders,"$1,983,075"
C-284352,"Sep 02, 2018",Servicios Unidos,"$762,541"
C-929234,"Jul 17, 2011",Universal Contractors,"$7,326,481"
C-760729,"Nov 27, 2013",Island Builders,"$4,295,038"
C-577746,2015-08-17,Tech Solutions,"$5,893,782"
C-387759,02/27/2015,Marina Holdings,"$631,139"
C-688087,08/04/2015,Tech Solutions,"$491,056"
C-304186,2013-05-24,Island Builders,"$249,859"
C-016910,01/02/2018,Universal Contractors,"$8,957,866"
C-483416,"Jul 28, 2013",Tech Solutions,"$161,144"
C-597941,11/13/2018,Island Builders,"$2,325,486"
C-531581,"Mar 14, 2014",Acme Corp,"$3,465,451"
C-957109,"Sep 19, 2013",Global Supply,"$786,472"
C-568171,05/28/2010,Bajos LLC,"$7,859,564"
C-201185,"Aug 18, 2012",Global Supply,"$2,807,312"
C-775549,2018-01-30,Bajos LLC,"$9,271,179"
C-793023,2012-11-14,Island Builders,"$3,933,549"
C-345985,06/19/2018,Construcciones PR,"$1,640,624"
C-960654,07/25/2018,Universal Contractors,"$4,039,788"
C-923048,2018-11-19,Marina Holdings,"$1,406,457"
C-029931,10/16/2017,Marina Holdings,"$7,805,431"
C-006707,"Dec 27, 2012",Acme Corp,"$7,725,274"
C-873557,"May 19, 2015",Acme Corp,"$9,951,671"
C-047671,06/16/2016,Bajos LLC,"$1,973,418"
C-088576,"Jul 13, 2015",Servicios Unidos,"$462,268"
C-206906,"Feb 11, 2016",Construcciones PR,"$3,661,209"
C-162648,10/09/2011,Marina Holdings,"$4,072,793"
C-962439,"Jul 14, 2013",Global Supply,"$6,971,505"
C-992509,"Jul 13, 2011",Acme Corp,"$4,468,234"
C-915686,2017-12-19,Global Supply,"$1,549,138"
C-703649,2012-08-04,Construcciones PR,"$8,630,130"
C-410344,2012-10-10,Marina Holdings,"$116,864"
C-735716,2019-03-22,Island Builders,"$5,382,052"
C-067835,2013-01-22,Tech Solutions,"$4,632,416"
C-989090,05/03/2011,Island Builders,"$8,200,013"
C-478643,"Apr 05, 2019",Acme Corp,"$9,584,295"
C-617555,04/10/2012,Marina Holdings,"$2,142,284"
C-880844,"May 08, 2010",Island Builders,"$29,505"
C-393812,"Sep 29, 2010",Construcciones PR,"$1,319,722"
C-901278,2017-02-21,Acme Corp,"$4,081,143"
C-127111,"Jan 27, 2019",Universal Contractors,"$9,651,955"
C-410284,2010-11-26,Bajos LLC,"$2,665,766"
C-369360,2014-01-29,Bajos LLC,"$3,165,312"
C-851037,"Aug 25, 2013",Acme Corp,"$6,921,908"
C-781926,"Feb 21, 2017",Servicios Unidos,"$8,803,275"
C-504295,"Dec 21, 2012",Universal Contractors,"$9,740,771"
C-335377,2019-01-11,Island Builders,"$7,476,752"
C-329450,"May 28, 2018",Marina Holdings,"$9,452,409"
C-414834,"Jan 27, 2018",Bajos LLC,"$1,214,956"
C-426270,2017-03-31,Acme Corp,"$9,119,018"
C-893231,"Apr 22, 2012",Acme Corp,"$9,438,925"
C-857557,"Apr 05, 2019",Marina Holdings,"$2,523,936"
C-457289,02/18/2012,Tech Solutions,"$3,915,804"
C-582841,10/26/2012,Island Builders,"$8,112,465"
C-704274,"Jul 13, 2018",Island Builders,"$7,187,335"
C-182616,2014-04-08,Marina Holdings,"$7,421,715"
C-733460,11/05/2017,Island Builders,"$8,614,530"
C-440455,"Jul 22, 2010",Acme Corp,"$3,221,618"
C-565842,08/02/2011,Universal Contractors,"$4,705,719"
C-262291,09/17/2019,Construcciones PR,"$4,977,707"
C-216402,"Jul 31, 2016",Universal Contractors,"$125,168"
C-769934,"Nov 16, 2010",Marina Holdings,"$5,557,194"
C-128893,"Dec 17, 2015",Construcciones PR,"$4,040,977"
C-905185,"Nov 28, 2017",Universal Contractors,"$3,081,756"
C-794583,02/23/2015,Universal Contractors,"$5,236,920"
C-069707,"Feb 07, 2016",Bajos LLC,"$1,222,217"
C-574815,"Oct 28, 2017",Tech Solutions,"$2,380,713"
C-087381,2014-12-08,Universal Contractors,"$5,629,784"
C-843207,03/10/2010,Construcciones PR,"$4,611,447"
C-734126,11/20/2011,Tech Solutions,"$4,379,226"
C-541678,02/18/2016,Servicios Unidos,"$5,673,083"
C-341694,"Jul 03, 2016",Tech Solutions,"$683,021"
C-289075,2011-05-14,Construcciones PR,"$7,824,211"
C-449088,01/09/2019,Tech Solutions,"$1,034,366"
C-011431,2016-01-14,Servicios Unidos,"$7,674,972"
C-820420,07/23/2014,Servicios Unidos,"$1,157,803"
C-815926,2015-11-18,Global Supply,"$5,460,394"
C-470331,"Oct 06, 2017",Acme Corp,"$8,762,402"
C-700083,04/23/2018,Servicios Unidos,"$8,635,405"
C-702326,"Jul 04, 2012",Island Builders,"$7,555,466"
C-703804,08/11/2011,Servicios Unidos,"$7,809,052"
C-098453,2013-04-12,Tech Solutions,"$70,151"
C-682525,10/16/2016,Bajos LLC,"$5,754,418"
C-336481,"Oct 05, 2019",Tech Solutions,"$5,997,742"
C-859853,"Mar 10, 2015",Acme Corp,"$9,937,781"
C-519272,10/01/2013,Construcciones PR,"$6,939,489"
C-068059,2019-02-10,Tech Solutions,"$9,032,019"
C-935620,2017-04-29,Global Supply,"$4,139,903"
C-057788,2013-11-26,Global Supply,"$4,020,925"
C-186975,2016-12-19,Global Supply,"$6,026,222"
C-959805,2016-11-12,Universal Contractors,"$3,018,827"
C-331641,"Apr 06, 2010",Bajos LLC,"$5,947,980"
C-493994,02/27/2014,Construcciones PR,"$3,377,300"
C-189105,02/27/2014,Construcciones PR,"$7,685,560"
C-296260,2019-09-07,Universal Contractors,"$5,752,420"
C-599483,"Jul 29, 2018",Servicios Unidos,"$5,666,048"
C-980400,2012-04-15,Universal Contractors,"$7,316,532"
C-026676,10/12/2017,Universal Contractors,"$821,467"
C-955249,12/11/2017,Acme Corp,"$45,738"
C-005830,"Oct 02, 2019",Acme Corp,"$655,791"
C-710478,2019-03-16,Construcciones PR,"$3,753,573"
C-973977,"Dec 14, 2016",Global Supply,"$6,217,026"
C-191020,07/06/2012,Construcciones PR,"$6,441,313"
C-710110,"Jan 04, 2015",Universal Contractors,"$6,668,216"
C-122119,2015-11-02,Bajos LLC,"$6,419,773"
C-003684,01/01/2011,Acme Corp,"$7,377,312"
C-577645,03/20/2010,Island Builders,"$4,893,992"
C-876152,12/10/2019,Marina Holdings,"$1,446,879"
C-015030,"Jun 10, 2016",Island Builders,"$6,622,682"
C-234797,12/03/2010,Bajos LLC,"$3,692,995"
C-770379,2016-01-28,Island Builders,"$2,952,652"
C-742577,"Oct 01, 2013",Tech Solutions,"$3,645,251"
C-814908,"Feb 11, 2015",Island Builders,"$5,315,837"
C-507408,06/02/2019,Servicios Unidos,"$1,942,947"
C-549455,2013-08-06,Global Supply,"$7,816,326"
C-663906,2014-02-26,Bajos LLC,"$5,572,439"
C-909251,2017-04-28,Tech Solutions,"$1,197,897"
C-879890,"Dec 04, 2011",Island Builders,"$4,262,893"
C-762279,"Jun 28, 2014",Acme Corp,"$1,073,173"
C-185562,2013-06-24,Island Builders,"$2,354,698"
C-526590,02/18/2017,Universal Contractors,"$2,006,491"
C-174362,2012-03-13,Servicios Unidos,"$5,474,053"
C-810204,2014-10-31,Global Supply,"$6,443,255"
C-570655,"Jan 26, 2011",Tech Solutions,"$5,137,546"
C-672860,2015-10-18,Servicios Unidos,"$2,976,064"
C-165018,"Sep 06, 2018",Tech Solutions,"$8,011,606"
C-829667,2012-05-04,Island Builders,"$1,917,941"
C-078135,05/21/2015,Island Builders,"$4,454,300"
C-625717,07/30/2014,Servicios Unidos,"$8,420,041"
C-773426,2013-12-10,Tech Solutions,"$8,740,491"
C-376688,"Jun 23, 2018",Acme Corp,"$8,329,170"
C-276324,2011-02-22,Construcciones PR,"$1,738,865"
C-095547,03/08/2013,Construcciones PR,"$3,470,195"
C-144680,"Mar 22, 2018",Bajos LLC,"$2,320,523"
C-921336,"Jul 04, 2017",Construcciones PR,"$3,039,971"
C-250661,"May 02, 2011",Bajos LLC,"$6,204,749"
C-268570,2019-03-20,Bajos LLC,"$3,604,141"
C-706908,"Nov 01, 2017",Island Builders,"$5,868,010"
C-776320,"May 17, 2014",Tech Solutions,"$6,849,560"
C-050382,"Jun 02, 2015",Island Builders,"$817,911"
C-787835,2012-06-30,Island Builders,"$1,689,181"
C-157491,2012-06-25,Bajos LLC,"$2,328,396"
C-593856,2010-07-22,Bajos LLC,"$1,474,711"
