contract_number,Date Signed,Vendor Name,Award Amount
C-529162,12/13/2017,Bajos LLC,"$4,809,392"
C-401785,05/25/2017,Construcciones PR,"$1,951,097"
C-487152,08/01/2016,Global Supply,"$1,275,742"
C-452062,01/28/2013,Construcciones PR,"$5,944,180"
C-499724,"Dec 11, 2014",Construcciones PR,"$5,125,204"
C-393688,2019-09-06,Bajos LLC,"$436,660"
C-829854,"Jan 17, 2012",Global Supply,"$6,151,102"
C-257954,05/11/2010,Servicios Unidos,"$1,276,594"
C-702851,2016-11-03,Bajos LLC,"$2,592,776"
C-830805,"Dec 22, 2019",Marina Holdings,"$9,294,317"
C-018527,12/27/2017,Acme Corp,"$1,931,119"
C-054823,"Aug 28, 2019",Marina Holdings,"$735,144"
C-952629,10/13/2012,Acme Corp,"$9,518,041"
C-045253,01/07/2017,Marina Holdings,"$3,513,481"
C-935792,"Mar 19, 2015",Servicios Unidos,"$9,010,554"
C-151557,06/18/2014,Bajos LLC,"$5,006,622"
C-931046,"Nov 17, 2014",Servicios Unidos,"$5,677,991"
C-880690,07/19/2015,Island Builders,"$2,155,671"
C-589793,"May 23, 2011",Global Supply,"$800,048"
C-059315,12/01/2013,Global Supply,"$8,229,157"
C-657329,"Apr 03, 2010",Bajos LLC,"$2,945,506"
C-669580,2012-03-31,Marina Holdings,"$7,845,662"
C-195811,04/02/2013,Island Builders,"$5,402,516"
C-349376,"Apr 20, 2015",Universal Contractors,"$452,957"
C-989980,2011-01-24,Island Builders,"$4,859,062"
C-222788,2010-07-26,Bajos LLC,"$8,676,770"
C-989207,"Aug 24, 2018",Tech Solutions,"$710,537"
C-901453,09/29/2010,Island Builders,"$8,806,168"
C-096170,"Nov 10, 2019",Island Builders,"$8,952,023"
C-333625,"Apr 03, 2019",Servicios Unidos,"$3,610,706"
C-682017,2017-07-11,Acme Corp,"$6,970,214"
C-522303,2010-04-08,Construcciones PR,"$8,912,021"
C-529949,07/27/2019,Universal Contractors,"$3,054,719"
C-187560,07/03/2014,Island Builders,"$4,808,653"
C-197398,2016-02-03,Servicios Unidos,"$8,211,643"
C-619214,12/18/2011,Bajos LLC,"$6,954,926"
C-792778,08/14/2018,Bajos LLC,"$3,939,827"
C-176794,2014-06-06,Global Supply,"$2,592,113"
C-028816,"Sep 16, 2010",Island Builders,"$5,766,723"
C-268265,01/29/2014,Bajos LLC,"$411,514"
C-979281,"Mar 28, 2010",Acme Corp,"$4,810,243"
C-339317,05/14/2015,Construcciones PR,"$4,749,541"
C-648262,"May 10, 2018",Servicios Unidos,"$9,950,993"
C-571713,2017-04-10,Global Supply,"$8,216,305"
C-753210,"Jan 28, 2014",Construcciones PR,"$2,383,012"
C-756734,2014-10-11,Bajos LLC,"$6,376,005"
C-298135,2016-06-28,Construcciones PR,"$927,290"
C-862957,03/14/2011,Universal Contractors,"$1,270,694"
C-930201,"Apr 18, 2011",Global Supply,"$8,261,681"
C-724696,06/08/2014,Island Builders,"$9,151,120"
C-183201,12/03/2014,Construcciones PR,"$3,452,014"
C-849670,"Apr 30, 2017",Tech Solutions,"$6,731,495"
C-223532,"Dec 31, 2016",Island Builders,"$6,655,818"
C-217687,2012-10-06,Tech Solutions,"$1,689,077"
C-347570,01/11/2012,Island Builders,"$2,976,543"
C-004763,09/27/2015,Marina Holdings,"$6,116,397"
C-832249,07/26/2014,Global Supply,"$4,756,943"
C-729315,2011-10-31,Acme Corp,"$7,884,935"
C-563634,"May 02, 2016",Bajos LLC,"$3,269,737"
C-190466,2013-02-22,Global Supply,"$5,069,305"
C-854192,2010-10-03,Acme Corp,"$6,883,387"
C-932525,2014-02-13,Global Supply,"$6,650,198"
C-515137,03/10/2015,Universal Contractors,"$1,612,287"
C-859326,02/19/2018,Tech Solutions,"$1,621,145"
C-623937,"Nov 19, 2010",Marina Holdings,"$5,088,377"
C-129770,2019-11-24,Construcciones PR,"$3,545,785"
C-657366,2011-05-14,Tech Solutions,"$3,838,477"
C-940396,2019-12-23,Construcciones PR,"$4,614,000"
C-261517,"Jan 20, 2012",Island Builders,"$7,530,158"
C-534538,2019-06-06,Servicios Unidos,"$588,424"
C-280193,2017-11-15,Global Supply,"$8,881,357"
C-234463,"May 05, 2013",Acme Corp,"$6,248,524"
C-942841,"Apr 14, 2015",Construcciones PR,"$9,337,790"
C-170757,12/31/2015,Construcciones PR,"$8,011,597"
C-437650,03/20/2011,Global Supply,"$3,470,103"
C-188193,09/15/2011,Acme Corp,"$9,980,208"
C-124618,"Sep 30, 2017",Servicios Unidos,"$2,007,721"
C-824308,11/08/2016,Island Builders,"$7,786,841"
C-275976,2014-06-13,Island Builders,"$6,651,438"
C-220303,2012-02-19,Servicios Unidos,"$840,960"
C-554486,"Feb 01, 2019",Acme Corp,"$590,092"
C-797358,02/03/2018,Marina Holdings,"$4,244,217"
C-491708,"Aug 05, 2015",Island Builders,"$5,760,590"
C-043264,2017-07-15,Construcciones PR,"$7,674,163"
C-752573,08/23/2017,Island Builders,"$6,353,574"
C-559183,09/11/2016,Marina Holdings,"$5,413,452"
C-013557,"Dec 02, 2019",Island Builders,"$1,131,115"
C-398985,"Jul 21, 2014",Marina Holdings,"$597,063"
C-383953,09/11/2011,Universal Contractors,"$3,282,734"
C-100808,09/22/2013,Marina Holdings,"$7,397,258"
C-762015,2011-07-08,Marina Holdings,"$4,710,778"
C-343341,10/16/2012,Universal Contractors,"$2,141,936"
C-157025,09/18/2016,Island Builders,"$5,576,373"
C-879841,2015-09-29,Marina Holdings,"$4,942,188"
C-012161,2010-06-25,Bajos LLC,"$6,545,996"
C-108957,"Aug 10, 2013",Acme Corp,"$6,306,074"
C-642983,2014-02-25,Global Supply,"$4,038,715"
C-603136,09/16/2011,Global Supply,"$1,585,471"
C-358819,10/17/2011,Marina Holdings,"$1,731,997"
C-816019,07/22/2010,Bajos LLC,"$5,591,805"
C-489725,"Apr 18, 2016",Island Builders,"$5,495,476"
C-547042,06/05/2015,Acme Corp,"$3,477,927"
C-095835,2010-04-11,Construcciones PR,"$7,175,536"
C-913064,"May 13, 2015",Marina Holdings,"$321,276"
C-203210,2016-01-08,Universal Contractors,"$1,330,453"
C-587283,03/30/2019,Servicios Unidos,"$3,382,115"
C-709877,10/04/2018,Universal Contractors,"$6,497,638"
C-692939,05/20/2018,Construcciones PR,"$487,618"
C-629702,02/08/2011,Global Supply,"$2,189,957"
C-304254,2011-09-05,Universal Contractors,"$1,599,677"
C-387342,2011-07-29,Bajos LLC,"$3,779,228"
C-168410,09/29/2012,Marina Holdings,"$6,987,834"
C-986224,2017-01-29,Universal Contractors,"$7,299,323"
C-882068,2012-02-16,Acme Corp,"$7,289,615"
C-096839,"Mar 16, 2017",Tech Solutions,"$3,733,193"
C-980659,"Nov 22, 2012",Island Builders,"$8,189,162"
C-095059,08/06/2015,Bajos LLC,"$5,382,386"
C-563210,"Apr 08, 2016",Construcciones PR,"$3,376,122"
C-226571,06/03/2018,Construcciones PR,"$4,062,182"
C-405712,"Aug 01, 2012",Acme Corp,"$2,116,935"
C-466896,09/02/2018,Acme Corp,"$4,989,537"
C-639534,"Sep 12, 2018",Construcciones PR,"$9,129,105"
C-282591,"Dec 25, 2016",Global Supply,"$8,390,962"
C-443118,03/16/2011,Tech Solutions,"$2,337,458"
C-308201,2012-01-01,Marina Holdings,"$1,413,312"
C-989464,2013-09-10,Construcciones PR,"$1,121,538"
C-655939,02/24/2014,Bajos LLC,"$2,498,488"
C-207987,02/12/2011,Acme Corp,"$3,443,874"
C-951528,2014-11-09,Acme Corp,"$4,951,419"
C-290940,2016-06-15,Marina Holdings,"$7,292,814"
C-389584,2016-12-06,Global Supply,"$7,942,855"
C-236515,"Jun 22, 2011",Servicios Unidos,"$9,956,546"
C-468071,"Feb 12, 2010",Island Builders,"$4,386,171"
C-358351,2012-05-23,Global Supply,"$6,059,500"
C-447974,"Dec 18, 2017",Island Builders,"$610,195"
C-672020,2018-04-18,Servicios Unidos,"$7,356,020"
C-212645,"Jun 29, 2019",Acme Corp,"$5,427,756"
C-036051,11/28/2012,Global Supply,"$134,919"
C-853316,2013-03-16,Island Builders,"$8,992,941"
C-851996,2010-04-02,Acme Corp,"$8,599,969"
C-862208,"Apr 26, 2010",Acme Corp,"$7,626,629"
C-729403,2019-11-18,Island Builders,"$7,390,967"
C-732222,06/20/2015,Construcciones PR,"$7,786,741"
C-502961,2015-02-19,Servicios Unidos,"$9,253,212"
C-191864,2017-05-11,Servicios Unidos,"$302,020"
C-394768,01/29/2015,Servicios Unidos,"$3,686,929"
C-405251,"Mar 03, 2019",Marina Holdings,"$886,157"
C-505755,"Mar 20, 2016",Marina Holdings,"$271,669"
C-234269,"Jun 10, 2013",Servicios Unidos,"$8,934,990"
C-689182,2015-06-27,Universal Contractors,"$4,346,354"
C-793449,"Sep 07, 2010",Tech Solutions,"$3,333,342"
C-163028,2011-06-16,Bajos LLC,"$7,377,178"
C-241951,"Jun 01, 2014",Tech Solutions,"$424,553"
C-620102,"Dec 18, 2011",Universal Contractors,"$4,628,794"
C-523749,2016-11-24,Acme Corp,"$1,062,687"
C-268454,"Aug 08, 2018",Global Supply,"$7,558,839"
C-609448,03/10/2012,Bajos LLC,"$3,175,477"
C-724941,2018-05-01,Servicios Unidos,"$7,108,267"
C-922858,01/24/2014,Servicios Unidos,"$3,358,751"
C-990505,"Jul 01, 2017",Construcciones PR,"$7,591,428"
C-060873,2018-12-04,Tech Solutions,"$4,517,246"
C-449816,10/30/2017,Universal Contractors,"$5,885,139"
C-910571,2015-01-09,Acme Corp,"$4,938,650"
C-501395,03/29/2014,Global Supply,"$4,042,477"
C-774254,2018-09-28,Marina Holdings,"$5,379,953"
C-862415,07/08/2011,Bajos LLC,"$7,557,965"
C-790021,"Aug 24, 2012",Universal Contractors,"$9,014,580"
C-802835,2011-11-23,Marina Holdings,"$7,174,442"
C-861309,"Nov 14, 2017",Universal Contractors,"$5,730,912"
C-598271,02/05/2013,Island Builders,"$3,748,015"
C-510910,10/23/2013,Marina Holdings,"$5,818,716"
C-900272,2012-07-05,Island Builders,"$1,966,280"
C-270611,"Nov 23, 2014",Servicios Unidos,"$3,996,686"
C-243136,07/22/2017,Construcciones PR,"$1,644,763"
C-351064,"May 30, 2018",Marina Holdings,"$33,267"
C-518348,03/18/2011,Tech Solutions,"$2,421,277"
C-773880,"Apr 09, 2012",Tech Solutions,"$8,525,041"
C-357046,2019-01-04,Tech Solutions,"$9,758,099"
C-316984,"Sep 08, 2014",Acme Corp,"$5,227,289"
C-485070,2010-05-25,Bajos LLC,"$7,171,205"
C-181171,"Jul 16, 2018",Construcciones PR,"$5,489,113"
C-552515,07/09/2019,Construcciones PR,"$9,470,102"
C-730344,"Oct 06, 2017",Marina Holdings,"$8,356,917"
C-231992,08/09/2012,Universal Contractors,"$3,282,315"
C-742173,2015-03-21,Construcciones PR,"$3,687,301"
C-038077,2014-02-24,Island Builders,"$8,706,650"
C-424061,2015-03-11,Global Supply,"$537,054"
C-868686,"Jun 08, 2018",Acme Corp,"$1,105,792"
C-623179,"Nov 25, 2015",Marina Holdings,"$8,633,804"
C-645224,2019-04-05,Marina Holdings,"$1,410,031"
C-115662,2016-12-20,Universal Contractors,"$2,214,465"
C-101865,01/15/2011,Global Supply,"$6,833,103"
C-933791,2019-08-12,Marina Holdings,"$5,227,042"
C-227029,07/02/2012,Bajos LLC,"$5,647,245"
C-772223,07/27/2019,Island Builders,"$8,545,505"
C-462184,07/17/2017,Bajos LLC,"$9,947,400"
C-082977,04/06/2017,Servicios Unidos,"$4,615,770"
C-888244,06/08/2011,Bajos LLC,"$7,107,176"
C-702807,07/10/2010,Marina Holdings,"$4,934,977"
C-775018,04/18/2010,Island Builders,"$3,760,735"
C-982167,2019-06-10,Marina Holdings,"$2,634,632"
C-434001,"Feb 22, 2013",Global Supply,"$7,783,102"
C-924564,09/05/2018,Servicios Unidos,"$7,319,217"
C-222559,08/13/2014,Island Builders,"$1,742,850"
C-864554,"Apr 17, 2010",Servicios Unidos,"$8,913,888"
C-047713,2019-09-04,Global Supply,"$9,230,066"
C-530372,2011-05-27,Bajos LLC,"$5,521,831"
C-177612,09/21/2016,Global Supply,"$8,140,995"
C-232695,03/26/2012,Bajos LLC,"$2,268,073"
C-835766,"Oct 29, 2018",Global Supply,"$5,021,464"
C-024144,2014-11-29,Servicios Unidos,"$5,380,445"
C-715880,06/30/2010,Servicios Unidos,"$720,310"
C-034504,2018-03-20,Marina Holdings,"$8,710,826"
C-553611,"Mar 10, 2011",Acme Corp,"$8,010,983"
C-869822,2011-01-11,Global Supply,"$861,146"
C-193462,03/03/2010,Island Builders,"$4,946,320"
C-766195,2016-09-08,Universal Contractors,"$712,281"
C-415646,"May 28, 2016",Marina Holdings,"$9,793,365"
C-134212,"Feb 21, 2016",Island Builders,"$496,187"
C-567452,"Oct 15, 2010",Marina Holdings,"$5,695,226"
C-221592,"Oct 08, 2019",Servicios Unidos,"$241,539"
C-356597,08/18/2012,Global Supply,"$5,439,121"
C-960435,2013-10-12,Acme Corp,"$3,867,627"
C-060597,2019-11-29,Bajos LLC,"$9,098,903"
C-583297,2016-03-07,Island Builders,"$9,206,560"
C-231939,2016-07-03,Marina Holdings,"$8,343,528"
C-438618,2018-12-07,Island Builders,"$6,298,485"
C-722716,"Mar 31, 2015",Island Builders,"$882,252"
C-784623,01/02/2011,Marina Holdings,"$4,294,991"
C-944820,2017-03-19,Island Builders,"$1,738,801"
C-144762,01/09/2011,Marina Holdings,"$9,936,742"
C-808385,2015-12-04,Acme Corp,"$1,239,206"
C-491842,06/10/2019,Global Supply,"$8,160,663"
C-929814,03/05/2016,Servicios Unidos,"$7,034,375"
C-545233,2013-08-02,Tech Solutions,"$3,824,791"
C-357307,10/14/2011,Universal Contractors,"$102,030"
C-397797,05/28/2011,Island Builders,"$2,884,840"
C-357420,2011-12-09,Tech Solutions,"$3,402,665"
C-608919,"Jul 11, 2010",Servicios Unidos,"$1,191,570"
C-947735,07/14/2010,Marina Holdings,"$7,430,981"
C-022382,"Jan 15, 2015",Global Supply,"$5,440,700"
C-944960,2012-05-06,Universal Contractors,"$37,661"
C-129951,05/25/2015,Acme Corp,"$6,925,796"
C-481881,07/25/2017,Global Supply,"$976,827"
C-918687,2014-09-17,Universal Contractors,"$1,488,281"
C-199262,04/03/2010,Construcciones PR,"$4,038,129"
C-182977,2011-04-27,Servicios Unidos,"$8,707,402"
C-530388,"Jun 13, 2013",Tech Solutions,"$5,836,205"
C-452554,2019-09-27,Island Builders,"$9,405,312"
C-995785,2016-06-16,Universal Contractors,"$4,385,617"
C-043819,01/04/2015,Bajos LLC,"$6,483,221"
C-880314,"Aug 13, 2016",Global Supply,"$7,225,541"
C-463084,"Jun 23, 2018",Construcciones PR,"$6,843,990"
C-655302,11/20/2010,Island Builders,"$1,522,106"
C-810569,"Apr 24, 2011",Acme Corp,"$431,481"
C-048538,2016-01-06,Island Builders,"$5,277,817"
C-382853,07/14/2010,Bajos LLC,"$8,396,829"
C-530701,11/22/2010,Acme Corp,"$4,811,162"
C-213704,2015-03-02,Acme Corp,"$2,526,869"
C-289163,2018-11-25,Marina Holdings,"$2,820,316"
C-264394,2016-04-03,Tech Solutions,"$5,900,203"
C-709448,12/19/2012,Universal Contractors,"$8,050,231"
C-034930,"Jun 27, 2012",Marina Holdings,"$6,156,730"
C-207052,"Sep 30, 2013",Servicios Unidos,"$1,846,923"
C-636420,2015-12-31,Marina Holdings,"$6,772,758"
C-006262,2014-11-29,Global Supply,"$8,540,216"
C-105704,"Dec 29, 2017",Servicios Unidos,"$3,736,831"
C-007859,2010-11-29,Acme Corp,"$7,934,023"
C-567435,"Nov 12, 2018",Servicios Unidos,"$6,550,722"
C-054447,"Aug 01, 2013",Universal Contractors,"$5,329,812"
C-657455,10/05/2016,Marina Holdings,"$906,360"
C-257716,12/06/2011,Acme Corp,"$8,511,511"
C-167779,"Aug 09, 2010",Island Builders,"$6,345,283"
C-576391,06/02/2015,Island Builders,"$6,999,553"
C-602549,11/19/2012,Acme Corp,"$5,835,438"
C-690310,08/31/2011,Global Supply,"$5,210,343"
C-747029,"Nov 25, 2013",Global Supply,"$7,324,539"
C-013764,10/21/2010,Global Supply,"$4,555,150"
C-496930,"Dec 09, 2013",Tech Solutions,"$7,719,116"
C-890550,"Mar 10, 2016",Island Builders,"$4,676,936"
C-945737,2012-11-05,Tech Solutions,"$5,839,877"
C-985341,"Jun 12, 2013",Acme Corp,"$645,755"
C-741807,"May 29, 2013",Global Supply,"$9,868,095"
C-394326,"Dec 12, 2017",Acme Corp,"$514,403"
C-427268,2018-12-25,Acme Corp,"$7,180,283"
C-356364,2012-08-11,Servicios Unidos,"$1,336,831"
C-164240,2016-08-11,Global Supply,"$9,224,252"
C-957558,06/24/2014,Global Supply,"$8,351,979"
C-465516,03/06/2018,Servicios Unidos,"$5,936,882"
C-298626,"May 30, 2013",Servicios Unidos,"$5,264,860"
C-003517,05/01/2018,Global Supply,"$6,384,083"
C-842526,"Jan 17, 2014",Acme Corp,"$7,260,540"
C-282208,"May 19, 2019",Marina Holdings,"$2,432,445"
C-881058,02/19/2018,Tech Solutions,"$26,575"
C-150368,05/18/2016,Acme Corp,"$4,805,707"
C-404670,"Jul 20, 2012",Bajos LLC,"$7,464,597"
C-231108,02/25/2019,Universal Contractors,"$2,110,205"
C-922540,2012-04-11,Servicios Unidos,"$6,779,378"
C-586238,10/24/2013,Servicios Unidos,"$9,758,208"
C-638091,2012-01-29,Island Builders,"$9,814,833"
C-818385,2018-10-24,Bajos LLC,"$6,234,925"
C-543312,2011-07-14,Universal Contractors,"$6,375,272"
C-146406,"May 31, 2015",Island Builders,"$1,843,596"
C-753340,"Nov 24, 2019",Marina Holdings,"$5,028,427"
C-260761,"Nov 19, 2018",Global Supply,"$3,083,668"
C-736314,"Dec 09, 2018",Bajos LLC,"$7,811,388"
C-776745,2010-07-05,Construcciones PR,"$3,974,726"
C-355644,"Jan 10, 2011",Tech Solutions,"$1,299,943"
C-336938,"Mar 21, 2013",Acme Corp,"$8,188,593"
C-099136,"Jan 16, 2017",Universal Contractors,"$103,163"
C-653527,"Jun 06, 2019",Tech Solutions,"$219,037"
C-599784,09/26/2014,Servicios Unidos,"$2,705,380"
C-614500,2018-05-10,Servicios Unidos,"$969,151"
C-300444,03/29/2015,Global Supply,"$2,411,845"
C-437051,2012-04-30,Universal Contractors,"$3,023,175"
C-507195,2015-06-22,Bajos LLC,"$269,984"
C-709095,2015-12-16,Acme Corp,"$1,507,057"
C-699540,"Jul 09, 2015",Marina Holdings,"$7,777,875"
C-957340,"Mar 27, 2017",Marina Holdings,"$2,990,499"
C-438503,09/04/2018,Construcciones PR,"$2,242,409"
C-385546,"Jun 13, 2014",Acme Corp,"$6,429,771"
C-242833,2013-04-28,Marina Holdings,"$3,745,009"
C-098943,"May 11, 2015",Universal Contractors,"$7,907,535"
C-441352,"Apr 11, 2010",Global Supply,"$9,785,408"
C-438589,"Apr 12, 2012",Servicios Unidos,"$4,512,841"
C-702797,"Oct 19, 2019",Global Supply,"$5,454,712"
C-385982,"Nov 03, 2014",Universal Contractors,"$564,051"
C-710398,07/20/2019,Universal Contractors,"$9,653,784"
C-947358,"Mar 18, 2016",Global Supply,"$4,267,900"
C-863308,2010-01-31,Construcciones PR,"$6,817,932"
C-498685,"Feb 11, 2018",Universal Contractors,"$9,257,309"
C-831125,09/22/2016,Universal Contractors,"$4,044,326"
C-317375,2010-07-10,Island Builders,"$4,409,404"
C-069915,"Nov 08, 2010",Universal Contractors,"$1,518,904"
C-997158,05/22/2013,Bajos LLC,"$8,065,315"
C-061709,"Dec 12, 2015",Island Builders,"$5,781,391"
C-942549,2012-11-16,Universal Contractors,"$1,704,132"
C-727234,2011-09-24,Global Supply,"$5,263,473"
C-413643,03/12/2019,Marina Holdings,"$2,082,024"
C-877261,"Oct 10, 2010",Universal Contractors,"$8,018,318"
C-772410,"Jan 24, 2019",Universal Contractors,"$6,262,798"
C-136967,"Sep 18, 2018",Bajos LLC,"$5,466,521"
C-328751,2013-06-16,Universal Contractors,"$5,092,281"
C-464701,2015-08-09,Acme Corp,"$4,155,608"
C-977047,01/05/2019,Universal Contractors,"$4,826,566"
C-241684,"Dec 01, 2012",Global Supply,"$6,732,942"
C-936906,07/27/2018,Marina Holdings,"$7,804,501"
C-872785,2013-09-24,Global Supply,"$5,523,327"
C-248281,"Jul 18, 2010",Island Builders,"$3,823,979"
C-905744,09/14/2011,Global Supply,"$7,861,037"
C-859128,03/01/2013,Marina Holdings,"$2,185,275"
C-300293,"Sep 30, 2017",Island Builders,"$1,311,880"
C-818312,2010-01-17,Universal Contractors,"$1,932,689"
C-331053,"Sep 08, 2018",Acme Corp,"$7,606,332"
C-379770,09/20/2013,Global Supply,"$8,849,211"
C-902738,2015-05-23,Acme Corp,"$606,215"
C-552838,2016-02-27,Marina Holdings,"$7,710,114"
C-276001,2010-11-05,Tech Solutions,"$6,555,263"
C-986257,2013-07-25,Island Builders,"$1,560,472"
C-192558,"Oct 23, 2016",Servicios Unidos,"$5,980,619"
C-788965,2014-12-18,Universal Contractors,"$376,561"
C-428535,04/14/2015,Island Builders,"$8,088,111"
C-457449,"Nov 15, 2012",Global Supply,"$1,231,760"
C-813363,03/02/2012,Acme Corp,"$3,546,310"
C-326251,2015-03-18,Universal Contractors,"$5,216,989"
C-984272,2016-04-08,Construcciones PR,"$4,896,443"
C-954131,07/03/2011,Acme Corp,"$5,777,183"
C-830985,2013-08-06,Acme Corp,"$2,405,681"
C-354627,"Jan 04, 2011",Bajos LLC,"$1,794,210"
C-489233,2010-09-05,Servicios Unidos,"$984,911"
C-798047,2019-12-13,Global Supply,"$2,654,186"
C-155481,"Dec 01, 2015",Acme Corp,"$4,651,275"
C-193441,"Feb 13, 2014",Universal Contractors,"$5,696,925"
C-984546,"Oct 07, 2014",Global Supply,"$5,324,266"
C-182009,2015-06-16,Servicios Unidos,"$5,946,505"
C-466591,2017-12-19,Island Builders,"$4,097,818"
C-075698,"Feb 02, 2015",Marina Holdings,"$9,256,707"
C-624107,"Mar 25, 2013",Marina Holdings,"$379,537"
C-029723,2015-09-29,Global Supply,"$150,456"
C-398658,2014-12-19,Construcciones PR,"$7,636,446"
C-325825,"Sep 26, 2017",Marina Holdings,"$4,911,833"
C-255054,"Jul 11, 2018",Tech Solutions,"$9,911,212"
C-100590,2016-01-13,Tech Solutions,"$7,141,565"
C-629533,2013-09-17,Universal Contractors,"$8,034,966"
C-884958,"Oct 14, 2015",Marina Holdings,"$1,092,026"
C-280408,"Jul 28, 2018",Global Supply,"$800,031"
C-866688,10/24/2014,Servicios Unidos,"$2,190,590"
C-538656,02/01/2016,Tech Solutions,"$6,026,409"
C-155936,"Mar 20, 2015",Island Builders,"$3,736,850"
C-711009,06/11/2017,Tech Solutions,"$4,499,543"
C-305881,"Nov 09, 2019",Servicios Unidos,"$7,150,840"
C-908884,2010-10-23,Island Builders,"$6,575,853"
C-410711,2010-01-18,Universal Contractors,"$8,098,465"
C-892570,03/28/2019,Universal Contractors,"$2,802,513"
C-150276,2012-03-13,Servicios Unidos,"$3,465,371"
C-472886,2011-11-08,Global Supply,"$7,281,942"
C-126673,"Apr 02, 2015",Marina Holdings,$578
C-396949,2012-02-21,Global Supply,"$9,221,121"
C-146172,"Feb 24, 2019",Tech Solutions,"$7,775,244"
C-732124,2015-11-16,Construcciones PR,"$8,126,143"
C-478939,03/18/2019,Servicios Unidos,"$9,671,405"
C-027151,2018-09-19,Acme Corp,"$8,936,739"
C-775921,02/24/2017,Construcciones PR,"$8,984,205"
C-053604,08/03/2015,Tech Solutions,"$3,598,408"
C-173027,05/31/2017,Construcciones PR,"$8,346,688"
C-995157,2010-12-18,Global Supply,"$2,211,694"
C-816402,02/24/2011,Marina Holdings,"$8,969,912"
C-468840,2013-04-24,Global Supply,"$2,180,893"
C-012738,04/10/2017,Marina Holdings,"$6,371,795"
C-286778,"Feb 11, 2019",Bajos LLC,"$3,058,763"
C-180208,2014-10-14,Bajos LLC,"$8,723,496"
C-983238,12/17/2019,Marina Holdings,"$5,819,472"
C-659585,2017-11-25,Global Supply,"$7,452,584"
C-443750,2018-08-19,Acme Corp,"$3,960,076"
C-573765,"May 07, 2013",Servicios Unidos,"$3,969,508"
C-209695,2010-01-02,Servicios Unidos,"$8,239,739"
C-214823,2014-03-11,Tech Solutions,"$555,116"
C-937930,2010-06-09,Servicios Unidos,"$3,134,288"
C-016294,2015-03-04,Acme Corp,"$8,568,602"
C-851982,06/25/2017,Island Builders,"$7,366,538"
C-705321,"Dec 17, 2013",Construcciones PR,"$1,557,163"
C-839625,12/29/2013,Servicios Unidos,"$1,260,893"
C-187791,2015-07-18,Acme Corp,"$8,253,382"
C-729450,2011-04-27,Island Builders,"$6,308,953"
C-371563,2014-02-17,Acme Corp,"$4,153,699"
C-752719,"Feb 06, 2011",Island Builders,"$5,290,434"
C-873294,2014-04-21,Island Builders,"$4,681,487"
C-001078,12/27/2019,Bajos LLC,"$2,962,192"
C-775080,02/01/2018,Island Builders,"$9,778,343"
C-783116,2011-12-24,Servicios Unidos,"$6,492,355"
C-074871,2016-08-26,Universal Contractors,"$3,645,903"
C-829872,2016-08-28,Servicios Unidos,"$7,526,363"
C-756256,2017-12-19,Global Supply,"$8,710,518"
C-193360,01/20/2017,Servicios Unidos,"$1,203,739"
C-308865,"Feb 06, 2019",Tech Solutions,"$2,798,794"
C-005528,11/02/2015,Universal Contractors,"$6,156,376"
C-926101,10/25/2011,Island Builders,"$9,184,549"
C-049573,05/15/2013,Universal Contractors,"$4,865,071"
C-821488,"Apr 28, 2013",Universal Contractors,"$70,194"
C-596750,"Jan 11, 2015",Island Builders,"$5,414,854"
C-240843,2013-01-04,Island Builders,"$1,018,270"
C-273291,2019-07-16,Construcciones PR,"$8,929,434"
C-881870,05/31/2016,Marina Holdings,"$3,666,814"
C-497858,2014-07-23,Universal Contractors,"$9,359,253"
C-866250,"Sep 23, 2010",Marina Holdings,"$635,518"
C-424599,2011-11-24,Marina Holdings,"$5,280,995"
C-651517,03/30/2013,Universal Contractors,"$709,588"
C-215584,03/17/2016,Bajos LLC,"$8,784,852"
C-393416,03/22/2012,Tech Solutions,"$7,170,315"
C-945080,"Apr 17, 2017",Island Builders,"$7,513,316"
C-334401,"Jan 22, 2011",Marina Holdings,"$8,177,524"
C-333289,"Apr 06, 2017",Construcciones PR,"$1,585,321"
C-943617,10/17/2018,Bajos LLC,"$6,724,558"
C-730933,"Mar 17, 2011",Construcciones PR,"$5,287,307"
C-539507,03/22/2011,Global Supply,"$3,540,907"
C-992715,09/21/2015,Acme Corp,"$7,841,749"
C-254231,2019-02-13,Universal Contractors,"$6,374,338"
C-941285,05/03/2014,Construcciones PR,"$7,895,065"
C-135930,"Mar 24, 2017",Bajos LLC,"$4,399,924"
C-061988,"Feb 11, 2018",Marina Holdings,"$6,716,356"
C-379482,2013-09-10,Marina Holdings,"$199,540"
C-002901,2011-02-15,Construcciones PR,"$2,963,556"
C-606434,"Sep 11, 2011",Island Builders,"$735,115"
C-292043,2017-11-29,Construcciones PR,"$6,644,885"
C-153499,2019-06-30,Acme Corp,"$3,664,282"
C-366286,2010-02-02,Tech Solutions,"$8,054,396"
C-840392,09/28/2014,Marina Holdings,"$7,404,049"
C-525943,02/22/2017,Bajos LLC,"$5,872,113"
C-320338,10/06/2016,Bajos LLC,"$8,983,328"
C-031627,10/29/2019,Tech Solutions,"$8,907,984"
C-999146,06/13/2011,Global Supply,"$6,975,586"
C-688062,"Apr 23, 2017",Bajos LLC,"$3,947,199"
C-418149,"Apr 02, 2016",Acme Corp,"$1,148,218"
C-538922,"Aug 16, 2014",Universal Contractors,"$479,430"
